,subject,number,exam,title,CRN,time,location,instructor,foundation,division,area,connection,textbook,seats,special_info
20,ARTS,"ClassNumber(num='ARTS-001 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=001&crn_in=10454&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-app 2 D Design,10454,M W 6:30 PM - 8:20 PM,Location info TBA,"[ClassInstructor(name='Wynne, Amy', link='https://wheatoncollege.edu/academics/faculty-directory/Amy-Wynne/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=001&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",
21,ARTS,"ClassNumber(num='ARTS-002 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=002&crn_in=10427&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-app for Spatial Dynamics,10427,T R 9:00 AM - 10:50 AM,Location info TBA,"[ClassInstructor(name='Goff, Kelly', link='https://wheatoncollege.edu/academics/faculty-directory/Kelly-Goff/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=002&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",
22,ARTS,"ClassNumber(num='ARTS-003 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=003&crn_in=10429&seq_numb_in=A01')","ClassExam(letter='', link='')",Pre-application for Drawing I,10429,T R 11:30 AM - 1:20 PM,Location info TBA,"[ClassInstructor(name='Goff, Kelly', link='https://wheatoncollege.edu/academics/faculty-directory/Kelly-Goff/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=003&section-1=A01,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",
23,ARTS,"ClassNumber(num='ARTS-003 A02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=003&crn_in=10449&seq_numb_in=A02')","ClassExam(letter='', link='')",Pre-application for Drawing I,10449,M W 3:00 PM - 4:50 PM,Location info TBA,"[ClassInstructor(name='Stone, Patricia', link='https://wheatoncollege.edu/academics/faculty-directory/Patricia-Stone/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=003&section-1=A02,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",
24,ARTS,"ClassNumber(num='ARTS-005 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=005&crn_in=10434&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-application Begin Photo,10434,M W 8:30 AM - 10:20 AM,Location info TBA,"[ClassInstructor(name='Howard, Andrew K.', link='https://wheatoncollege.edu/academics/faculty-directory/Andrew-Howard/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=005&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",
25,ARTS,"ClassNumber(num='ARTS-009 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=009&crn_in=10436&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-applicat Fig Draw/Anatomy,10436,M W 3:00 PM - 4:50 PM,Location info TBA,"[ClassInstructor(name='Howard, Andrew K.', link='https://wheatoncollege.edu/academics/faculty-directory/Andrew-Howard/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=009&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",Prerequisite: ARTS 116. 
26,ARTS,"ClassNumber(num='ARTS-010 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=010&crn_in=10431&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-application Sculpture I,10431,T R 2:00 PM - 4:20 PM,Location info TBA,"[ClassInstructor(name='Goff, Kelly', link='https://wheatoncollege.edu/academics/faculty-directory/Kelly-Goff/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=010&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",Prerequisite: ARTS 112. 
27,ARTS,"ClassNumber(num='ARTS-011 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=011&crn_in=10447&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-application for Painting I,10447,M W 10:30 AM - 12:20 PM,Location info TBA,"[ClassInstructor(name='Stone, Patricia', link='https://wheatoncollege.edu/academics/faculty-directory/Patricia-Stone/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=011&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",Prerequisites: ARTS 111 or 116. 
28,ARTS,"ClassNumber(num='ARTS-018 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=018&crn_in=10438&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-app for Production I,10438,M W 1:00 PM - 2:50 PM,Location info TBA,"[ClassInstructor(name='Johnson, Patrick H.', link='https://wheatoncollege.edu/academics/faculty-directory/Patrick-Johnson/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=018&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",
29,ARTS,"ClassNumber(num='ARTS-019 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=019&crn_in=10457&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-appl for Digital Editing,10457,M W 10:30 AM - 12:20 PM,Location info TBA,"[ClassInstructor(name='Johnson, Patrick H.', link='https://wheatoncollege.edu/academics/faculty-directory/Patrick-Johnson/')]",,,,[],http://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=019&section-1=A,"SeatInfo(max='Max Enroll: 0', taken='Max Enroll: 0', avail='Max Enroll: 0', wait_list='Max Enroll: 0')",
