,subject,number,exam,title,CRN,time,seats,location,instructor,foundation,division,area,connection,textbook,special_info,hidden_days
434,REL,"ClassNumber(num='REL-162 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=REL&crse_numb_in=162&crn_in=10337&seq_numb_in=A')","ClassExam(letter='O', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=O&course=REL-162 A&term_code=201910&term_desc=Fall 2018&crn=10337')",Perspectives on Death & Dying,10337,['T R 2:00 PM - 3:20 PM'],"SeatInfo(max='Max Enroll: 35', taken='Seats Taken: 22', avail='Seats Avail: 13', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Darling-Smith, Barbara', link='https://wheatoncollege.edu/academics/faculty-directory/Barbara-Darling-Smith/')]",,DVAH,ARHM,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=REL&course-1=162&section-1=A,10 seats reserved for First-Years. Limited to 35. ,Tuesday Thursday 2:00  - 3:20 
435,REL,"ClassNumber(num='REL-225 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=REL&crse_numb_in=225&crn_in=10338&seq_numb_in=A')","ClassExam(letter='C', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=C&course=REL-225 A&term_code=201910&term_desc=Fall 2018&crn=10338')",Philosophy of Religion,10338,['M W F 10:30 AM - 11:20 AM'],"SeatInfo(max='Max Enroll: 20', taken='Seats Taken: 7', avail='Seats Avail: 13', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Miller, Jordan E.', link='https://wheatoncollege.edu/academics/faculty-directory/Jordan-Miller/')]",BW,DVAH,ARHM,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=REL&course-1=225&section-1=A,Cross listed with PHIL 225.  Prerequisites: 1 Religion Course or 1 Philosophy Course or Permission of Instructor. Limited to 20. ,Monday Wednesday Friday 10:30  - 11:20 
436,REL,"ClassNumber(num='REL-232 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=REL&crse_numb_in=232&crn_in=10340&seq_numb_in=A')","ClassExam(letter='H', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=H&course=REL-232 A&term_code=201910&term_desc=Fall 2018&crn=10340')",Faith after the Holocaust,10340,['M W 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 30', taken='Seats Taken: 12', avail='Seats Avail: 18', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Brumberg-Kraus, Jonathan D.', link='https://wheatoncollege.edu/academics/faculty-directory/Jonathan-Brumberg-Kraus/')]",,DVAH,ARHM,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=REL&course-1=232&section-1=A,Limited to 30. ,Monday Wednesday 12:30  - 1:50 
437,REL,"ClassNumber(num='REL-242 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=REL&crse_numb_in=242&crn_in=10341&seq_numb_in=A')","ClassExam(letter='K', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=K&course=REL-242 A&term_code=201910&term_desc=Fall 2018&crn=10341')",Religion and Ecology,10341,['M 2:00 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 35', taken='Seats Taken: 23', avail='Seats Avail: 12', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Darling-Smith, Barbara', link='https://wheatoncollege.edu/academics/faculty-directory/Barbara-Darling-Smith/')]",,DVAH,ARHM,"[ClassConx(num='2309', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=CONX&crse_numb_in=23009&crn_in=&seq_numb_in=')]",https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=REL&course-1=242&section-1=A,Limited to 35. ,Monday 2:00  - 4:50 
438,REL,"ClassNumber(num='REL-401 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=REL&crse_numb_in=401&crn_in=10343&seq_numb_in=A')","ClassExam(letter='K', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=K&course=REL-401 A&term_code=201910&term_desc=Fall 2018&crn=10343')",Seminar,10343,['W 2:00 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 1', avail='Seats Avail: 998', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Timm, Jeffrey R.', link='https://wheatoncollege.edu/academics/faculty-directory/')]",,DVAH,ARHM,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=REL&course-1=401&section-1=A,Required of all Senior Majors; others by Permission of Instructor. ,Wednesday 2:00  - 4:50 
439,RUSS,"ClassNumber(num='RUSS-099 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=RUSS&crse_numb_in=099&crn_in=10122&seq_numb_in=A01')","ClassExam(letter='J', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J&course=RUSS-099 A01&term_code=201910&term_desc=Fall 2018&crn=10122')",Ind Stdy: Practicum,10122,['TBA'],"SeatInfo(max='Max Enroll: 6', taken='Seats Taken: 0', avail='Seats Avail: 6', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Rosset, Francoise', link='https://wheatoncollege.edu/academics/faculty-directory/Francoise-Rosset/'), ClassInstructor(name='Dolack, Thomas W.', link='https://wheatoncollege.edu/academics/faculty-directory/tdolack/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=RUSS&course-1=099&section-1=A01,,
440,RUSS,"ClassNumber(num='RUSS-110 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=RUSS&crse_numb_in=110&crn_in=10120&seq_numb_in=A01')","ClassExam(letter='D', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=D&course=RUSS-110 A01&term_code=201910&term_desc=Fall 2018&crn=10120')",Beginning Russian I,10120,['M W F 11:30 AM - 12:20 PM'],"SeatInfo(max='Max Enroll: 20', taken='Seats Taken: 5', avail='Seats Avail: 15', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Rosset, Francoise', link='https://wheatoncollege.edu/academics/faculty-directory/Francoise-Rosset/')]",FL,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=RUSS&course-1=110&section-1=A01,One hour lab TBA with Language Assistant. Limited to 20. ,Monday Wednesday Friday 11:30  - 12:20 
441,RUSS,"ClassNumber(num='RUSS-110 A02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=RUSS&crse_numb_in=110&crn_in=10479&seq_numb_in=A02')","ClassExam(letter='C', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=C&course=RUSS-110 A02&term_code=201910&term_desc=Fall 2018&crn=10479')",Beginning Russian I,10479,['M W F 10:30 AM - 11:20 AM'],"SeatInfo(max='Max Enroll: 20', taken='Seats Taken: 9', avail='Seats Avail: 11', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Rosset, Francoise', link='https://wheatoncollege.edu/academics/faculty-directory/Francoise-Rosset/')]",FL,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=RUSS&course-1=110&section-1=A02,One hour lab TBA with Language Assistant. Limited to 20. ,Monday Wednesday Friday 10:30  - 11:20 
442,RUSS,"ClassNumber(num='RUSS-203 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=RUSS&crse_numb_in=203&crn_in=10480&seq_numb_in=A')","ClassExam(letter='K', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=K&course=RUSS-203 A&term_code=201910&term_desc=Fall 2018&crn=10480')",Russian Drama,10480,['M W 2:00 PM - 3:20 PM'],"SeatInfo(max='Max Enroll: 30', taken='Seats Taken: 9', avail='Seats Avail: 21', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Rosset, Francoise', link='https://wheatoncollege.edu/academics/faculty-directory/Francoise-Rosset/')]",,DVAH,ARHM,"[ClassConx(num='2074', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=CONX&crse_numb_in=20074&crn_in=&seq_numb_in='), ClassConx(num='2319', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=CONX&crse_numb_in=23019&crn_in=&seq_numb_in=')]",https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=RUSS&course-1=203&section-1=A,Course taught in English. Limited to 30. ,Monday Wednesday 2:00  - 3:20 
443,RUSS,"ClassNumber(num='RUSS-210 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=RUSS&crse_numb_in=210&crn_in=10121&seq_numb_in=A')","ClassExam(letter='B', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=B&course=RUSS-210 A&term_code=201910&term_desc=Fall 2018&crn=10121')",Intermediate Russian I,10121,['M W F 9:30 AM - 10:20 AM'],"SeatInfo(max='Max Enroll: 20', taken='Seats Taken: 10', avail='Seats Avail: 10', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Dolack, Thomas W.', link='https://wheatoncollege.edu/academics/faculty-directory/tdolack/')]",FL,,ARHM,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=RUSS&course-1=210&section-1=A,Limited to 20. ,Monday Wednesday Friday 9:30  - 10:20 
444,RUSS,"ClassNumber(num='RUSS-298 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=RUSS&crse_numb_in=298&crn_in=10481&seq_numb_in=A01')","ClassExam(letter='J', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J&course=RUSS-298 A01&term_code=201910&term_desc=Fall 2018&crn=10481')",Review of Russian,10481,['TBA'],"SeatInfo(max='Max Enroll: 3', taken='Seats Taken: 1', avail='Seats Avail: 2', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Rosset, Francoise', link='https://wheatoncollege.edu/academics/faculty-directory/Francoise-Rosset/'), ClassInstructor(name='Dolack, Thomas W.', link='https://wheatoncollege.edu/academics/faculty-directory/tdolack/')]",,DVAH,ARHM,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=RUSS&course-1=298&section-1=A01,Limited to 3. ,
445,SIC,"ClassNumber(num='SIC-226 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=SIC&crse_numb_in=226&crn_in=10521&seq_numb_in=A')","ClassExam(letter='J', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J&course=SIC-226 A&term_code=201910&term_desc=Fall 2018&crn=10521')",Research on Social Problems,10521,['TBA'],"SeatInfo(max='Max Enroll: 6', taken='Seats Taken: 6', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Murphy, Bianca Cody', link='https://wheatoncollege.edu/academics/faculty-directory/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=SIC&course-1=226&section-1=A,Wheaton Semester Away. Permission of Program Director. ,
446,SIC,"ClassNumber(num='SIC-236 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=SIC&crse_numb_in=236&crn_in=10522&seq_numb_in=A')","ClassExam(letter='J', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J&course=SIC-236 A&term_code=201910&term_desc=Fall 2018&crn=10522')",Social Innovation & Change,10522,['TBA'],"SeatInfo(max='Max Enroll: 6', taken='Seats Taken: 6', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Murphy, Bianca Cody', link='https://wheatoncollege.edu/academics/faculty-directory/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=SIC&course-1=236&section-1=A,Wheaton Semester Away. Permission of Program Director. ,
447,SIC,"ClassNumber(num='SIC-336 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=SIC&crse_numb_in=336&crn_in=10523&seq_numb_in=A')","ClassExam(letter='J', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J&course=SIC-336 A&term_code=201910&term_desc=Fall 2018&crn=10523')",Practicum in Social Innovation,10523,['TBA'],"SeatInfo(max='Max Enroll: 6', taken='Seats Taken: 6', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Murphy, Bianca Cody', link='https://wheatoncollege.edu/academics/faculty-directory/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=SIC&course-1=336&section-1=A,Wheaton Semester Away. Permission of Program Director. ,
448,SOC,"ClassNumber(num='SOC-101 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=SOC&crse_numb_in=101&crn_in=10196&seq_numb_in=A01')","ClassExam(letter='I', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=I&course=SOC-101 A01&term_code=201910&term_desc=Fall 2018&crn=10196')",Introduction to Sociology,10196,['T R 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 36', taken='Seats Taken: 36', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Schupp, Justin L.', link='https://wheatoncollege.edu/academics/faculty-directory/Justin-Schupp/')]",,DVSS,ARSS,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=SOC&course-1=101&section-1=A01,"18 seats reserved for First Year students, 8 seats reserved for Sophomores. Limited to 36. ",Tuesday Thursday 12:30  - 1:50 
449,SOC,"ClassNumber(num='SOC-101 A02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=SOC&crse_numb_in=101&crn_in=10265&seq_numb_in=A02')","ClassExam(letter='I', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=I&course=SOC-101 A02&term_code=201910&term_desc=Fall 2018&crn=10265')",Introduction to Sociology,10265,['T R 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 36', taken='Seats Taken: 27', avail='Seats Avail: 9', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='McCormack, Karen M.', link='https://wheatoncollege.edu/academics/faculty-directory/karen-m-mccormack/')]",,DVSS,ARSS,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=SOC&course-1=101&section-1=A02,"18 seats reserved for First Year students, 8 seats reserved for Sophomores. Limited to 36. ",Tuesday Thursday 12:30  - 1:50 
450,SOC,"ClassNumber(num='SOC-141 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=SOC&crse_numb_in=141&crn_in=10197&seq_numb_in=A')","ClassExam(letter='P', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=P&course=SOC-141 A&term_code=201910&term_desc=Fall 2018&crn=10197')",Statistics for Social Sciences,10197,['T R 3:30 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 24', taken='Seats Taken: 23', avail='Seats Avail: 1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Schupp, Justin L.', link='https://wheatoncollege.edu/academics/faculty-directory/Justin-Schupp/')]",QA,DVSS,ARSS,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=SOC&course-1=141&section-1=A,8 seats reserved for Sociology majors. Limited to 24. ,Tuesday Thursday 3:30  - 4:50 
451,SOC,"ClassNumber(num='SOC-175 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=SOC&crse_numb_in=175&crn_in=10322&seq_numb_in=A')","ClassExam(letter='H', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=H&course=SOC-175 A&term_code=201910&term_desc=Fall 2018&crn=10322')",Media and Society,10322,['M W 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 35', taken='Seats Taken: 34', avail='Seats Avail: 1', wait_list='Wait List: 12')",['Location info TBA'],"[ClassInstructor(name='Celik, Nihal', link='https://wheatoncollege.edu/academics/faculty-directory/Nihal-Celik/')]",,DVSS,ARSS,"[ClassConx(num='2088', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=CONX&crse_numb_in=20088&crn_in=&seq_numb_in='), ClassConx(num='2095', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=CONX&crse_numb_in=20095&crn_in=&seq_numb_in=')]",https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=SOC&course-1=175&section-1=A,Cross-listed with FNMS 175.  Limited to 35. ,Monday Wednesday 12:30  - 1:50 
452,SOC,"ClassNumber(num='SOC-201 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=SOC&crse_numb_in=201&crn_in=10198&seq_numb_in=A')","ClassExam(letter='C', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=C&course=SOC-201 A&term_code=201910&term_desc=Fall 2018&crn=10198')",Sociological Theory,10198,['M W F 10:30 AM - 11:20 AM'],"SeatInfo(max='Max Enroll: 36', taken='Seats Taken: 21', avail='Seats Avail: 15', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Trevino, A. Javier', link='https://wheatoncollege.edu/academics/faculty-directory/A. Javier-Trevino/')]",,DVSS,ARSS,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=SOC&course-1=201&section-1=A,Limited to 36. ,Monday Wednesday Friday 10:30  - 11:20 
453,SOC,"ClassNumber(num='SOC-240 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=SOC&crse_numb_in=240&crn_in=10266&seq_numb_in=A')","ClassExam(letter='K', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=K&course=SOC-240 A&term_code=201910&term_desc=Fall 2018&crn=10266')",Conflict and Genocide,10266,['M W 2:00 PM - 3:20 PM'],"SeatInfo(max='Max Enroll: 36', taken='Seats Taken: 35', avail='Seats Avail: 1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Kim, Hyun S.', link='https://wheatoncollege.edu/academics/faculty-directory/hyun-sook-kim/')]",BW,DVSS,ARSS,"[ClassConx(num='2096', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=CONX&crse_numb_in=20096&crn_in=&seq_numb_in=')]",https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=SOC&course-1=240&section-1=A,Limited to 36. ,Monday Wednesday 2:00  - 3:20 
454,SOC,"ClassNumber(num='SOC-298 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=SOC&crse_numb_in=298&crn_in=10324&seq_numb_in=A01')","ClassExam(letter='L', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=L&course=SOC-298 A01&term_code=201910&term_desc=Fall 2018&crn=10324')",Cities,10324,['M W 3:30 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 20', taken='Seats Taken: 7', avail='Seats Avail: 13', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Kim, Hyun S.', link='https://wheatoncollege.edu/academics/faculty-directory/hyun-sook-kim/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=SOC&course-1=298&section-1=A01,Limited to 20. ,Monday Wednesday 3:30  - 4:50 
455,SOC,"ClassNumber(num='SOC-298 A02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=SOC&crse_numb_in=298&crn_in=10325&seq_numb_in=A02')","ClassExam(letter='K', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=K&course=SOC-298 A02&term_code=201910&term_desc=Fall 2018&crn=10325')","Women, Race and Class",10325,['M W 2:00 PM - 3:20 PM'],"SeatInfo(max='Max Enroll: 36', taken='Seats Taken: 9', avail='Seats Avail: 27', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Celik, Nihal', link='https://wheatoncollege.edu/academics/faculty-directory/Nihal-Celik/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=SOC&course-1=298&section-1=A02,Cross-listed with WGS 298 A02. Limited to 36. ,Monday Wednesday 2:00  - 3:20 
456,SOC,"ClassNumber(num='SOC-398 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=SOC&crse_numb_in=398&crn_in=10204&seq_numb_in=A01')","ClassExam(letter='M', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=M&course=SOC-398 A01&term_code=201910&term_desc=Fall 2018&crn=10204')",Wealth and Power,10204,['T R 9:30 AM - 10:50 AM'],"SeatInfo(max='Max Enroll: 20', taken='Seats Taken: 19', avail='Seats Avail: 1', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Schupp, Justin L.', link='https://wheatoncollege.edu/academics/faculty-directory/Justin-Schupp/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=SOC&course-1=398&section-1=A01,Limited to 20. ,Tuesday Thursday 9:30  - 10:50 
457,SOC,"ClassNumber(num='SOC-398 A02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=SOC&crse_numb_in=398&crn_in=10326&seq_numb_in=A02')","ClassExam(letter='O', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=O&course=SOC-398 A02&term_code=201910&term_desc=Fall 2018&crn=10326')",Evaluation Research,10326,['T 2:00 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 10', taken='Seats Taken: 7', avail='Seats Avail: 3', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='McCormack, Karen M.', link='https://wheatoncollege.edu/academics/faculty-directory/karen-m-mccormack/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=SOC&course-1=398&section-1=A02,Permission of Instructor. Limited to 10. ,Tuesday 2:00  - 4:50 
458,SOC,"ClassNumber(num='SOC-402 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=SOC&crse_numb_in=402&crn_in=10205&seq_numb_in=A')","ClassExam(letter='O', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=O&course=SOC-402 A&term_code=201910&term_desc=Fall 2018&crn=10205')",Senior Seminar,10205,['R 2:00 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 16', taken='Seats Taken: 14', avail='Seats Avail: 2', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='McCormack, Karen M.', link='https://wheatoncollege.edu/academics/faculty-directory/karen-m-mccormack/')]",,DVSS,ARSS,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=SOC&course-1=402&section-1=A,Required of all Senior Majors. Limited to 16. ,Thursday 2:00  - 4:50 
459,THEA,"ClassNumber(num='THEA-001 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=THEA&crse_numb_in=001&crn_in=10209&seq_numb_in=A')","ClassExam(letter='', link='')",Interview for Beginning Acting,10209,['M W 3:30 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 19', avail='Seats Avail: 980', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Fox, David M.', link='https://wheatoncollege.edu/academics/faculty-directory/david-m-fox/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=THEA&course-1=001&section-1=A,,Monday Wednesday 3:30  - 4:50 
460,THEA,"ClassNumber(num='THEA-003 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=THEA&crse_numb_in=003&crn_in=10221&seq_numb_in=A')","ClassExam(letter='', link='')",Audition for Dance Company,10221,['M T W R 5:00 PM - 7:00 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 3', avail='Seats Avail: 996', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Mrozowski, Cheryl', link='https://wheatoncollege.edu/academics/faculty-directory/Cheryl-Mrozowski/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=THEA&course-1=003&section-1=A,,Monday Tuesday Wednesday Thursday 5:00  - 7:00 
